id,pr01,pr02,pr03,pr04,pr05,pr06,pr07,pr08,pr09,pr10,co01,co02,co03,co04,co05,co06,co07,co08,co09,co10,ut01,ut02,ut03,ut04,ut05,ut06,ut07,ut08,ut09,ut10,ut11,ut12,fa01,fa02,fa03,fa04,fa05,fa06,fa07,fa08,fa09,fa10,de01,de02,de03,de04,de05,de06,de07,de08,de09,de10,de11,un01,un02,un03,un04,un05,un06,un07,un08,un09,un10,un11,un12
Tc4NliJTod,3,3,3,3,2,3,3,3,3,3,2,2,3,3,2,2,2,1,2,2,3,3,3,3,3,3,3,3,3,2,2,3,2,3,1,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2
TDeawbtQak,2,2,3,2,2,4,4,2,0,4,2,2,4,4,1,2,1,3,2,2,3,2,3,2,2,4,4,5,4,3,3,2,2,2,1,2,2,2,2,3,2,4,0,2,2,3,2,1,2,1,4,2,1,0,1,4,1,1,2,1,3,0,2,3,3
tDRBy4W9Zl,2,3,2,2,1,3,0,3,3,3,3,3,4,5,2,2,2,2,2,3,3,3,1,4,4,4,3,4,5,1,1,3,3,2,0,0,3,2,3,3,3,3,3,0,1,2,3,0,3,3,2,2,1,3,2,2,2,3,1,2,3,1,2,1,3
th4BTTdejn,3,2,3,2,3,3,3,4,4,4,4,4,3,4,3,3,1,2,4,4,4,4,4,1,4,4,4,4,4,2,3,4,2,3,3,2,3,3,2,3,3,4,4,3,3,2,4,3,3,3,3,2,3,3,2,2,3,3,2,2,3,1,2,2,3
tImka2oJfN,2,3,2,2,2,2,3,2,3,2,3,3,2,4,4,4,1,3,3,3,4,4,1,4,3,3,4,3,3,2,4,3,2,3,3,3,2,3,2,1,2,3,3,2,4,1,3,4,3,2,3,3,2,3,3,2,4,3,2,4,4,4,3,4,3
TL8HKOr3Zf,3,2,4,2,1,0,4,3,3,3,1,1,3,4,1,2,0,1,1,4,5,3,3,3,2,0,4,3,1,3,1,3,2,1,0,2,3,1,5,1,4,3,2,3,3,1,5,1,2,3,5,1,1,1,0,2,2,0,0,0,1,2,0,0,1
TLUnMwBi5l,2,2,3,3,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,1,2,2,2,2,3,2,1,2,1,1,1,4,1,1,4,2,1,1,1,4,4,4,4,4,4,4,3,4,4,4,3
TpbcYYSWOW,5,4,5,4,3,5,4,5,5,4,2,3,4,5,0,3,2,0,2,3,5,5,5,1,5,2,5,3,5,2,5,5,2,5,0,0,2,4,5,3,2,5,0,2,3,0,5,5,4,5,5,2,3,5,5,5,5,5,5,3,5,3,5,5,5
tpcBuHTdNU,5,3,5,4,3,5,3,5,3,5,5,5,5,5,5,5,0,2,5,5,5,5,5,3,3,3,5,5,4,3,2,3,2,5,0,2,3,3,0,0,5,5,5,2,2,5,5,2,4,0,5,3,3,2,1,0,3,1,5,0,2,1,1,0,4
TR2w4HENvP,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,2,1,3,1,1,2,1,2,2,2,3,2,2,1,3,2,2,2,2,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1
Truv1wIySq,2,2,3,2,2,2,1,3,3,2,3,2,3,3,3,4,0,2,2,3,3,3,3,1,3,3,2,3,2,2,2,3,2,2,1,2,2,3,3,2,2,2,3,2,2,2,3,1,3,3,3,2,2,3,2,3,3,3,3,2,2,3,2,2,3
tvK5iu2cAC,2,3,1,2,3,2,3,3,2,2,2,3,3,2,3,3,2,5,2,3,4,3,3,4,3,2,2,3,0,3,3,4,3,3,2,2,3,2,3,1,1,4,2,2,3,2,2,2,3,3,1,3,3,2,0,3,2,3,4,3,5,0,4,4,3
TVnxSFaRx9,4,3,4,4,3,3,3,4,3,4,4,4,3,5,4,4,1,1,2,3,5,4,4,4,4,3,3,4,3,3,2,4,3,3,2,1,3,4,2,2,2,4,3,2,2,2,4,2,3,4,4,3,2,4,4,4,4,5,4,3,4,4,3,4,4
tw5W7Qbtj0,2,2,3,3,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,2,3,2,3,2,2,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3
tw6WyLKUjk,3,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,3,2,3,2,3,3,3,2,2,2,3,3,3,2,3,2,2,3,3,2,3,3,3,4,3,3,3,3,3,2,3,3,3
Txow5rWPy0,3,2,3,3,2,4,3,3,4,2,2,3,3,3,2,2,1,2,2,3,4,4,3,3,3,4,3,4,4,1,2,3,2,1,1,1,1,3,0,1,1,2,3,3,3,1,2,2,3,3,2,3,3,2,1,3,1,2,2,2,1,1,1,2,2
Ty5Nj7Q7qy,3,3,3,3,4,2,4,3,4,3,3,3,3,4,3,3,2,2,2,3,5,4,5,1,4,3,3,4,4,3,5,4,3,2,2,2,3,3,3,3,2,2,3,4,3,1,5,5,3,3,5,3,4,4,4,3,4,4,3,3,4,3,4,4,4
TYESeRLpLx,3,2,3,3,3,3,2,1,2,2,0,2,2,3,0,2,0,2,1,2,4,3,3,4,4,3,5,4,2,3,2,4,3,4,0,4,3,2,2,3,3,4,3,0,2,3,2,3,2,0,1,3,2,2,2,2,2,1,1,2,2,1,3,3,2
U1n5mct7S5,1,2,1,1,1,3,0,3,2,2,1,3,1,2,3,3,2,3,2,2,1,1,1,2,1,2,3,3,0,2,0,1,0,4,2,1,1,0,1,2,1,1,3,1,1,1,3,2,2,2,3,1,2,2,2,3,2,3,2,1,3,2,2,3,2
UbjSMyY3Yv,0,1,3,4,1,0,1,0,1,1,0,1,4,2,0,0,5,5,0,2,3,3,3,1,4,1,2,2,5,0,2,1,0,3,0,0,0,1,0,4,0,0,1,0,0,5,2,0,2,0,0,0,5,2,0,1,1,1,1,0,2,1,1,1,1
uEIvFLtZoi,4,3,4,3,4,3,3,3,3,3,3,3,4,4,2,2,2,1,2,2,5,4,5,4,5,4,3,3,3,2,4,3,4,3,1,1,4,4,4,3,4,4,3,3,2,1,4,4,4,2,3,4,4,3,3,3,3,3,2,2,3,3,2,3,3
Uf8FnTVt3p,3,2,4,4,0,5,0,2,4,0,3,2,2,4,3,2,4,1,3,0,5,4,5,4,3,5,5,4,1,4,2,3,2,1,0,0,2,3,3,2,5,3,4,2,2,2,3,2,1,0,3,0,4,0,0,3,4,0,1,0,0,0,0,0,3
ugl0jsRbNC,3,3,4,3,2,4,3,4,3,4,3,3,3,4,2,2,3,2,2,1,5,4,4,1,5,4,4,4,4,2,3,5,3,2,1,1,3,2,3,2,1,2,3,3,1,2,3,2,3,2,4,2,1,4,2,3,3,3,2,2,3,2,2,3,2
uHEjgmMMkZ,5,2,2,2,0,2,3,3,5,3,5,3,3,5,5,3,0,1,1,2,0,0,5,4,0,0,0,0,3,1,4,5,2,2,2,1,4,5,3,5,2,4,5,4,1,3,4,1,3,4,4,1,1,4,3,4,3,4,1,3,3,3,3,3,3
Ui7JHRvEE5,2,2,3,2,2,2,2,2,2,2,3,2,3,4,3,2,2,2,3,2,4,5,4,3,3,5,4,5,5,3,3,4,2,3,2,2,2,2,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,1,2,2,2,2,3,2,2,2,1,2,2
UIdpdp5uyW,1,3,4,1,1,1,3,4,3,3,2,2,4,4,1,3,2,1,1,1,2,2,1,1,1,3,3,2,2,2,1,3,2,3,3,1,1,1,2,2,2,3,2,2,1,2,4,0,2,1,4,2,0,2,1,3,1,3,0,3,2,3,1,3,2
uLlFAYeZox,2,2,3,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,2,4,4,4,1,4,3,3,3,3,4,1,1,2,3,3,2,3,3,2,2,3,3,3,4,2,2,4,4,2,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3
UmpBYIjUdl,3,4,2,4,3,3,3,3,3,4,3,3,3,4,3,3,2,1,3,3,3,3,4,3,2,3,3,3,3,4,3,3,3,2,1,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,4,3,4,3,3,3,3,3,4,3,3,3,3,3,3
UpJavpJjcE,2,3,3,4,0,3,3,3,3,4,2,2,4,5,0,1,1,0,0,1,3,3,3,3,0,3,1,3,4,1,0,0,3,3,1,2,2,1,1,1,3,2,3,1,0,1,3,1,3,2,2,0,3,3,4,1,2,4,2,2,3,1,1,3,3
URtGYUHBPt,3,4,3,4,5,4,2,3,4,2,3,3,4,3,2,1,2,1,2,1,4,4,4,5,2,3,2,4,5,1,4,4,4,4,0,1,4,4,4,4,4,5,3,2,2,0,4,3,3,3,4,2,3,3,2,3,3,3,2,2,3,2,2,3,2
uUfPL4JcDb,2,2,3,2,1,3,1,3,3,2,2,2,2,2,3,3,2,2,2,2,4,3,3,3,4,4,2,3,3,1,2,4,3,1,1,2,3,3,3,2,3,2,2,2,1,2,4,2,3,3,3,3,1,3,3,4,3,3,3,2,3,3,2,2,3
v9BWKdKVcj,3,2,3,3,2,1,5,4,3,2,2,1,3,3,2,3,3,1,1,2,3,4,4,3,2,3,4,5,5,1,4,3,3,4,3,1,3,2,4,3,4,4,3,3,4,3,5,5,4,3,5,2,3,3,2,1,3,4,1,0,4,1,1,1,4
Va5ckik4TH,3,2,3,3,2,2,4,4,4,3,3,1,3,3,3,3,2,4,4,2,3,3,4,4,3,4,1,3,4,3,3,3,5,1,3,5,5,3,1,1,0,1,3,3,5,4,3,3,3,3,5,5,0,2,3,3,3,4,3,2,2,3,2,3,2
vCoMoN0nxn,3,3,3,3,5,3,3,3,4,3,2,2,4,3,2,2,2,2,2,3,5,5,5,5,5,5,3,4,5,2,5,5,3,3,2,2,3,3,3,3,3,3,4,2,3,2,5,5,4,4,5,4,4,3,2,3,2,3,2,2,3,3,2,3,3
vEy2fO8h49,4,4,4,1,2,5,5,4,5,4,3,4,3,5,4,4,2,4,4,3,5,4,3,4,3,4,5,5,2,1,3,4,3,1,2,2,4,3,3,3,2,4,4,4,4,1,4,2,4,4,4,3,4,4,4,4,4,5,3,4,4,4,5,4,5
vfRPyGQCZx,3,3,3,3,3,3,3,2,3,3,3,2,2,2,3,2,2,3,2,2,2,2,4,1,3,2,2,2,2,2,2,3,3,1,2,2,3,2,1,3,3,3,2,3,2,3,3,3,2,3,2,2,2,3,3,3,3,3,3,2,3,2,3,3,2
VHr730jB8J,2,3,3,3,2,2,1,2,3,2,2,1,3,2,2,2,2,2,2,1,3,2,4,3,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,4,2,2,2,3,2,1,3,1,3,3,3,1,1,1,1,3,1,3
vI436RuanV,3,2,2,3,1,2,2,4,3,4,2,2,3,2,2,0,2,2,2,3,2,2,3,3,1,3,2,3,3,1,3,3,4,3,1,1,3,3,3,4,3,4,3,2,2,2,4,2,3,3,3,2,1,3,0,0,0,3,0,0,4,2,2,2,2
vIv6OrKoz2,2,3,2,3,0,2,2,3,3,2,2,0,2,0,0,2,1,1,0,2,4,1,4,2,4,3,1,3,3,4,2,2,1,2,0,0,0,0,1,2,1,1,0,0,2,3,5,0,4,2,4,2,0,3,3,5,1,4,1,3,3,0,3,3,3
VmKpYnqgjR,3,2,3,3,1,2,2,3,3,3,3,3,2,5,3,3,0,2,2,2,5,3,3,4,5,3,4,4,4,2,1,4,3,3,0,0,2,2,2,2,1,5,4,2,1,1,3,0,3,1,4,2,0,3,2,0,3,3,2,0,3,0,0,3,3
VmsMuFbeaR,1,0,2,4,4,3,0,4,2,3,2,4,1,4,3,3,0,2,3,3,4,3,4,2,4,2,4,4,3,1,3,1,4,4,4,4,3,4,1,2,3,3,1,1,0,2,3,1,0,1,3,1,4,1,1,4,1,1,2,0,0,0,1,0,1
vPIgtYfajs,4,3,3,4,4,3,4,3,3,3,4,2,3,4,2,2,2,2,2,4,4,4,4,3,2,4,2,3,3,2,4,4,3,3,2,2,3,4,4,2,3,3,3,4,4,2,4,4,2,3,4,2,3,3,3,3,2,3,2,2,3,3,2,3,4
VSZgUioqaq,2,2,3,3,1,3,3,4,3,2,2,1,3,4,1,1,1,1,1,1,3,4,3,3,3,4,4,4,5,1,1,4,3,4,1,1,1,2,2,4,4,3,3,2,1,2,5,1,3,3,5,2,2,2,1,1,1,2,1,1,1,1,1,2,2
vu5FArxzrO,3,3,3,3,2,4,4,3,4,4,3,2,4,5,2,1,3,1,2,2,5,4,4,4,5,4,5,5,4,2,1,5,2,1,1,2,2,3,3,3,1,2,4,4,4,2,4,1,3,2,4,2,3,4,3,4,3,3,3,1,4,1,3,4,4
vUE4WM0a6y,3,1,3,5,2,3,4,4,4,3,1,1,4,3,4,1,1,1,1,1,5,4,5,4,2,4,4,5,3,3,4,4,4,4,1,1,4,3,4,1,4,3,4,3,2,1,4,4,4,4,4,3,1,4,4,3,3,4,4,5,4,1,0,3,3
vvkJsLuJxS,1,2,3,3,2,2,3,3,1,2,1,1,2,1,1,1,3,2,1,2,4,3,2,3,2,3,4,4,3,3,3,3,3,3,2,1,1,2,4,3,2,2,1,2,3,3,2,2,2,1,3,2,4,3,3,3,3,2,1,2,3,4,3,3,3
vw4j3MUisA,3,2,3,2,3,3,2,3,4,3,4,2,1,4,3,3,3,1,2,4,5,5,5,1,5,4,2,5,5,2,5,5,3,4,1,2,3,1,4,3,3,5,3,2,2,1,5,3,3,4,5,3,5,4,1,2,2,3,3,1,2,5,2,3,4
vynBhGBi1s,4,4,1,1,4,4,4,4,4,4,4,3,4,4,4,4,1,2,2,4,3,3,3,2,3,3,3,2,3,2,3,3,4,1,4,4,4,4,1,1,1,4,4,4,4,1,5,4,4,4,4,4,1,4,4,4,4,4,3,4,4,4,4,4,4
VZCowHra3g,2,4,2,5,1,2,1,4,4,4,0,4,4,5,1,4,0,2,2,3,5,3,3,3,3,0,1,4,0,0,2,1,3,3,2,1,3,2,2,5,4,4,4,2,2,1,3,0,1,1,4,0,1,2,1,4,1,2,1,0,4,0,0,0,0
W1RnB5KtU0,4,4,3,3,4,4,4,4,4,4,4,3,3,4,3,3,1,2,3,3,5,4,3,4,3,4,5,4,3,3,3,3,2,2,2,3,2,4,1,1,2,3,3,4,3,2,5,3,4,4,3,4,3,2,4,4,3,4,3,2,4,3,3,3,4
w72qDVN8wg,2,2,3,2,0,3,2,2,0,3,2,2,2,3,2,1,1,4,2,2,4,2,2,2,1,3,2,2,2,1,1,2,2,1,0,0,2,2,3,1,1,2,0,2,0,1,4,1,4,0,4,2,4,1,0,3,0,0,1,0,0,0,0,0,0
wAdOTkqcVB,4,3,4,4,2,3,2,4,4,4,3,4,4,5,1,1,1,1,1,4,5,5,5,4,4,4,5,4,4,5,4,4,3,1,0,0,3,3,1,0,0,0,5,1,2,0,5,1,3,3,5,1,3,5,3,5,3,3,5,3,5,3,0,3,5
WBFnN7QijX,3,4,3,3,3,4,3,4,3,3,2,3,3,4,3,3,0,2,3,4,4,4,3,3,4,4,3,4,3,1,4,4,2,1,2,1,1,3,2,2,2,2,3,2,2,1,5,3,4,3,4,2,1,3,2,3,3,3,1,1,2,2,1,2,3
wBx9EfPRNm,3,2,3,2,2,3,2,3,4,3,2,2,3,4,2,3,3,2,2,3,4,4,4,4,3,3,4,4,4,3,3,4,3,2,1,2,3,3,2,2,3,3,3,3,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,2
wC9vzfHz9r,2,4,2,3,3,3,4,3,5,2,2,3,3,5,2,3,1,2,2,1,4,4,5,5,2,4,3,5,5,2,3,2,4,4,0,1,4,0,3,5,3,5,4,3,2,0,5,3,3,4,4,2,3,3,2,4,1,3,1,1,3,2,1,2,1
Wd9c3i4uAE,4,4,1,1,0,4,5,5,0,4,5,3,3,2,3,2,0,5,2,5,5,5,0,3,5,5,5,5,3,0,3,5,2,2,5,3,3,2,2,0,3,5,5,0,3,0,5,0,0,0,2,5,5,4,4,2,4,2,3,1,4,2,2,4,2
WeT99tUzeG,3,4,4,4,3,4,3,3,2,3,2,2,3,5,2,1,2,1,2,2,5,5,5,5,3,4,2,3,4,0,5,3,3,1,2,1,3,3,2,1,2,3,1,4,3,1,5,4,4,3,5,3,0,3,3,5,4,4,1,3,3,3,1,4,4
WHdkQk72cE,4,1,4,1,0,4,2,3,3,4,2,1,4,4,2,3,0,0,1,3,4,5,5,4,4,5,5,5,4,2,2,5,3,2,1,0,2,3,4,1,2,2,4,1,2,0,5,2,2,4,4,0,1,3,2,3,1,3,1,1,4,2,1,2,1
wKRNI6mFmA,3,4,5,4,3,4,4,4,3,3,5,5,5,5,4,4,0,3,5,4,5,5,5,4,5,4,4,5,5,3,4,5,4,3,1,2,4,3,4,4,4,4,2,3,2,1,5,3,3,4,5,3,0,3,4,4,3,3,2,4,3,4,2,2,4
wL1uDbjB9E,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,4,2
WlvX1C1Cty,2,3,3,3,2,2,1,3,3,4,3,3,3,5,1,1,3,2,2,3,4,4,4,4,1,2,4,3,2,3,2,1,2,0,1,1,2,2,2,1,1,2,2,3,2,2,5,1,2,2,4,2,3,2,2,2,2,4,2,1,2,1,2,3,3
WLXinkAQgY,3,4,4,4,3,3,3,3,3,3,3,3,3,4,3,3,2,4,3,2,4,3,3,3,3,3,3,3,3,2,3,3,3,1,1,4,3,3,3,2,2,2,3,3,1,1,1,1,3,4,2,1,2,4,4,3,3,3,2,1,3,1,3,3,3
WNYnXcivgX,3,3,2,2,2,3,2,3,2,3,2,3,2,3,3,3,2,3,2,2,4,4,3,4,4,4,4,4,4,4,2,4,3,3,2,3,4,3,1,2,3,3,3,1,1,2,2,2,4,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3,3
Wr9gIWKrsy,0,0,5,5,0,0,0,0,0,0,0,0,5,0,0,5,5,0,5,0,0,0,5,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,5,5,5,0,0,0,0,5,0,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0
WtjTWDPc9L,4,4,2,3,0,3,2,1,4,4,3,1,1,3,2,2,4,1,1,1,4,4,4,1,1,4,5,4,4,0,5,4,2,0,1,0,2,1,1,1,4,2,2,2,2,4,2,1,0,2,3,1,2,4,2,4,3,1,3,2,2,1,1,1,2
WXDrmipBND,4,3,4,4,3,5,5,4,4,4,4,3,3,4,3,4,1,3,4,4,5,5,5,1,4,4,5,4,4,3,4,4,3,0,1,3,2,3,3,1,1,3,3,1,1,1,3,1,3,2,3,1,1,4,3,4,3,3,3,2,3,3,2,3,3
X1D8zzWuCf,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,2,3,3,3,2,3,2,3,2,3,3,2,2,2,2,3,3,3,4,2,2,4,2,2,3,3,3,0,3,2,3,3,2,2,3,3,2,1,3,3
x1Qmew2slZ,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,2,4,4,4,4,4,4,1,4,4,3,2,3,3,3,3,1,1,2,1,4,4,4,1,4,4,4,3,2,4,1,4,4,4,4,3,1,4,4,4,4,4,4
X5xcxJ7jXT,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,4,3,3,3,2,3,3,3,2,3,3,2,3,3,3,2,3,2,3,3,2,2,2,3,3,3,2,2,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3
XBGJeeJbXe,4,2,3,3,2,1,3,3,4,2,3,3,2,4,2,3,1,2,2,1,4,3,3,4,4,3,3,3,3,3,2,3,3,4,2,1,3,3,3,3,3,4,3,2,3,2,3,2,0,3,3,3,3,2,1,1,1,2,2,1,1,1,1,1,1
xc1KEfeytQ,4,1,2,3,1,4,3,3,2,3,2,3,3,3,2,3,0,1,3,3,5,4,4,1,2,4,4,4,5,3,4,4,2,3,1,1,3,2,2,3,2,2,3,3,3,2,5,2,3,2,5,2,4,3,3,4,2,4,2,1,4,3,1,3,3
XdLby6vUTB,3,4,3,4,3,4,3,3,3,3,3,4,2,4,3,3,0,3,2,4,5,4,3,3,5,4,3,4,5,2,2,4,1,1,1,1,2,1,3,2,2,3,3,2,3,1,5,4,4,3,5,2,1,3,3,4,3,4,3,3,4,1,3,3,4
xh3sbG2HTT,3,1,3,1,1,4,1,3,3,4,2,3,3,4,0,5,0,1,0,1,5,4,4,2,4,5,1,4,4,0,1,3,2,1,0,1,3,3,1,1,1,2,3,1,0,1,4,2,3,1,3,1,1,1,1,3,1,1,1,0,0,3,0,2,3
xJtxFlSesn,3,3,4,3,4,3,2,3,3,2,3,3,3,3,2,2,2,2,2,2,4,4,5,3,3,3,3,3,2,2,5,2,3,2,1,2,2,3,3,2,2,3,3,1,3,2,3,4,3,2,2,0,3,3,2,4,2,2,2,2,3,2,2,2,2
xMiZtti24v,2,2,3,3,2,2,3,3,2,3,3,3,3,3,2,2,2,2,3,2,4,3,2,3,3,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,2,2,2,4,2,2,2,3,2,1,3,2,3,3,3,4,2,2,3,2,2,4
XO0csCPs5c,2,2,3,3,3,1,2,2,2,1,3,2,3,2,4,4,2,3,3,2,3,3,4,3,3,3,3,4,3,1,3,3,2,2,3,2,1,2,2,2,2,1,3,1,2,3,3,2,3,1,4,3,2,1,0,2,3,0,0,2,1,1,1,1,0
XSdtOJAsP0,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,4,1,3,3,3,3,3,2,4,3,3,3,2,2,3,3,3,3,3,3,2,2,2,2,3,3,2,3,3,3,2,2,2,4,2,2,2,2,2,2,1,1,2
xvdk1i52gn,2,3,2,3,2,2,3,2,3,2,3,3,3,2,2,3,2,3,3,3,4,4,4,4,4,2,3,4,3,1,1,3,1,1,2,3,1,2,2,2,2,2,2,2,3,3,2,2,2,2,3,3,2,4,4,4,4,4,5,4,5,4,3,4,4
xXi9ShtafD,4,4,5,4,3,4,4,4,3,3,4,4,5,5,3,4,1,1,3,4,5,5,5,5,5,4,4,4,4,2,3,4,3,2,2,2,2,3,3,2,2,3,4,2,2,0,5,3,4,3,5,3,4,4,2,4,3,2,3,4,3,4,3,3,4
y95ylFGC9g,5,5,0,5,5,5,5,5,5,2,4,5,4,5,5,4,0,1,4,5,5,5,5,1,5,4,5,5,3,4,5,5,5,1,2,2,5,5,0,3,1,0,2,4,2,1,5,5,4,4,5,4,4,3,1,1,1,4,3,4,3,1,4,3,3
YBmZqtI7KQ,2,2,2,4,0,4,1,2,3,2,2,3,2,4,2,2,1,2,1,3,5,2,4,4,5,3,3,3,4,0,2,3,1,2,0,2,1,2,1,2,1,3,3,1,1,0,4,0,3,2,4,0,2,4,2,2,3,3,1,2,4,4,2,0,0
YbQUaT5L2x,3,3,3,3,3,3,3,4,3,3,3,2,3,4,2,2,3,2,2,2,3,3,4,3,3,4,5,5,4,4,3,3,3,3,1,2,3,2,2,2,3,4,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
yDEk3CdIeW,3,3,2,2,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,4,3,3,2,3,3,3,3,3,3,1,3,4,3,2,3,3,3,4,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,2,3,3,3,4,3,3
ydltv5euoY,3,1,3,2,1,2,2,2,3,4,2,2,1,4,1,1,3,2,1,2,4,4,4,1,3,4,4,4,2,4,1,3,3,4,1,2,3,1,2,4,4,4,2,1,2,2,3,1,3,2,3,0,3,2,2,3,1,2,1,0,1,2,0,2,2
YgDElYfvE0,3,4,3,3,2,2,2,4,2,3,2,3,3,3,2,3,2,2,2,2,3,3,3,3,2,2,0,3,4,0,2,2,2,3,2,1,2,2,2,3,3,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,2,3
yJsQQBfQez,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,4,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,2,3,2,3,3,3,3,3,4,3,3,3,3,3,3
yKRggPRMUp,4,4,3,3,3,4,3,4,3,3,4,3,4,4,4,4,1,2,1,3,3,4,4,1,3,4,5,4,4,3,3,3,3,0,4,4,2,3,3,2,3,1,4,3,2,2,5,3,3,3,5,3,2,4,4,3,3,4,4,2,3,3,3,4,3
yLa0J5HdQd,2,3,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3,3,1,3,2,3,2,0,1,2,0,1,2,3,5,3,2,3,1,5,2,3,2,3,0,3,2,3,3,2,3,2,2,5,3,3,3,3
yNqSRBjRWk,4,4,3,4,1,2,4,4,3,5,4,4,3,4,4,5,0,2,3,5,4,4,3,4,4,4,4,5,4,3,4,4,4,1,2,4,3,4,3,1,3,4,4,5,2,1,5,2,3,4,5,4,4,3,2,4,4,4,1,3,4,2,4,4,3
yQHckuQMbN,3,4,4,2,4,4,4,4,4,4,4,4,4,5,3,4,1,3,3,4,5,4,4,2,3,5,4,5,4,1,4,4,3,2,1,4,3,3,3,1,4,4,1,4,2,2,4,3,4,2,4,3,3,4,3,4,4,4,2,3,4,4,2,4,4
ySeMlxd4vL,3,3,2,2,2,3,3,3,3,3,2,2,3,3,3,3,3,2,2,2,3,3,3,2,3,3,3,3,3,2,2,2,1,1,1,2,1,2,1,2,1,1,3,2,1,1,1,1,3,3,1,1,1,2,3,2,1,3,3,2,3,1,2,3,2
YVVSLbcp13,2,1,3,1,2,2,2,2,4,2,1,4,1,1,1,1,1,4,1,4,1,1,3,1,1,1,4,4,1,4,1,4,1,1,1,1,1,2,4,1,1,1,1,2,1,1,4,2,1,1,5,1,3,2,3,4,4,3,2,3,3,3,3,3,3
YZhJwKfDWQ,4,4,5,3,1,3,3,3,3,3,3,2,4,5,2,1,1,1,3,1,5,5,5,5,5,3,5,5,4,2,2,5,4,3,1,2,3,2,4,3,2,4,3,3,4,1,4,1,3,3,4,2,5,3,2,4,1,4,1,2,3,1,2,1,2
yzsKhZTniG,4,4,5,5,4,3,3,4,4,5,2,2,3,5,0,3,4,0,0,3,5,4,5,4,3,4,3,4,5,1,5,4,2,2,1,1,2,3,3,2,2,2,4,2,3,2,5,4,3,3,5,3,3,5,4,5,4,5,5,3,5,4,4,5,5
Z38BmiAK3J,2,3,2,5,2,3,2,2,0,4,1,1,3,3,0,0,0,1,1,0,3,4,4,3,3,3,3,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,0,0,1,2,3,2,2,1,2,0,3,3,2,3,3,3,1,3,1,3,1,3,3
z5y4VEoG26,4,3,3,3,4,4,4,5,4,4,3,4,4,4,4,4,2,2,3,4,4,4,5,4,4,4,1,3,4,4,4,4,3,1,2,4,2,3,3,1,1,2,4,3,4,1,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4
z6iopvzvjy,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,2,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
